"","Date","HomeTeam","AwayTeam","result","HomeTeam_elo","AwayTeam_elo"
"362","15/05/2021","Juventus","Inter",1,1813.06084953067,1895.3606010408
"363","15/05/2021","Roma","Lazio",1,1701.21397418623,1752.22448962008
"364","16/05/2021","Fiorentina","Napoli",0,1611.07978271914,1789.01085814265
"365","16/05/2021","Benevento","Crotone",0.5,1523.93798439445,1450.43749756795
"366","16/05/2021","Udinese","Sampdoria",0,1583.88804661444,1608.96002524075
"367","16/05/2021","Parma","Sassuolo",0,1483.62087184205,1672.67102225269
"368","16/05/2021","Milan","Cagliari",0.5,1784.35977129997,1573.28052939078
"369","17/05/2021","Verona","Bologna",0.5,1554.21681327225,1580.04997810602
"370","18/05/2021","Lazio","Torino",0.5,1740.76674836389,1577.25005104362
"371","22/05/2021","Cagliari","Genoa",0,1578.70442459898,1572.7800110651
"372","22/05/2021","Crotone","Fiorentina",0.5,1452.52200730596,1605.79578915
"373","22/05/2021","Sampdoria","Parma",1,1618.23964571079,1478.58195092368
"374","23/05/2021","Inter","Udinese",1,1883.03515632911,1574.60842614439
"375","23/05/2021","Atalanta","Milan",0,1837.465898167,1778.93587609176
"376","23/05/2021","Bologna","Juventus",0,1579.30780704449,1825.38629424237
"377","23/05/2021","Napoli","Verona",0.5,1794.29485171179,1554.95898433378
"378","23/05/2021","Sassuolo","Lazio",1,1677.70994317106,1736.3795945721
"379","23/05/2021","Spezia","Roma",0.5,1536.13094450335,1712.67171544242
"380","23/05/2021","Torino","Benevento",0.5,1581.63720483541,1521.85347465644
